Symbol,Model,MSE,MAE,R2
AAPL,LSTM,43.151609540711654,5.2345554382820465,0.9354818569883097
MSFT,LSTM,165.6798782579346,10.846775706221429,0.25987350137090326
AMZN,LSTM,27.043175631446946,4.045713471203316,0.9193318211796152
GOOG,LSTM,23.69923240327505,3.6422433620545913,0.9088975272619979
META,LSTM,262.4451987733648,12.606980114448364,0.9135057348879554
^GSPC,LSTM,5870.073525518905,58.625915031122965,0.9483707353070365
