Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,ATR_14,OBV
21/01/2020,76.72727966308594,77.32108332706851,76.58912661521823,76.87754828501977,110843200,,,,,,110843200.0
22/01/2020,77.00113677978516,77.5561600864613,76.90660870255334,77.21441667860984,101832400,,,,,,212675600.0
23/01/2020,77.37198638916016,77.45196545033632,76.50429530744599,77.05448142476102,104472000,,,,,,317147600.0
24/01/2020,77.14898681640625,78.36568459280262,76.95751196709428,77.61918638262722,146537600,,,,,,170610000.0
27/01/2020,74.88040161132812,75.56388109821151,73.89395147066809,75.14942943338237,161940000,,,,,,8670000.0
28/01/2020,76.99874114990234,77.17082225994069,75.66570242325065,75.76507528864353,162234000,,,,,,170904000.0
29/01/2020,78.61048889160156,79.46121216596032,77.89307390107956,78.63715350699475,216229200,,,,,,387133200.0
30/01/2020,78.49659729003906,78.54991913980967,77.255660491632,77.68950611492174,126743200,,,,,,260390000.0
31/01/2020,75.01615142822266,78.20816913725739,74.72045890317577,77.78402044785376,199588400,,,,,,60801600.0
03/02/2020,74.81009674072266,75.98074327231258,73.24922976756116,73.75335726981098,173788400,,,,,,-112986800.0
04/02/2020,77.27986907958984,77.47134392906342,76.01469422241806,76.42187506467558,136616400,,,,,,23629600.0
05/02/2020,77.91004943847656,78.71229570893303,77.30412280540882,78.411751069267,118826800,,,,,,142456400.0
06/02/2020,78.82134246826172,78.82376854121485,77.62161241012203,78.18148791656665,105425600,,,,,,247882000.0
07/02/2020,77.74995422363281,78.568680490216,77.25677448183865,78.31844658012572,117684000,,,,,,130198000.0
10/02/2020,78.1192398071289,78.1192398071289,76.2485610979256,76.328729971042,109348800,54.317845003736906,,,,1.9847290813121552,239546800.0
11/02/2020,77.64791870117188,78.69015846210117,77.42926892141327,78.6172776735546,94323200,52.659597505761994,,,,1.933026256981851,145223600.0
12/02/2020,79.49190521240234,79.49676146154908,78.0998224703546,78.0998224703546,113730400,58.05487566858627,,,,1.9270131500815195,258954000.0
13/02/2020,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600,55.946892776185756,,,,1.8561808428670308,164206400.0
14/02/2020,78.94527435302734,79.19550833721033,78.43508647256206,78.8942503750964,80113600,56.00601548788112,,,,1.7779123444228333,244320000.0
18/02/2020,77.49974060058594,77.68195002206068,76.43320456144275,76.61541398291747,152531200,50.57482705131484,,,,1.830352162077245,91788800.0
19/02/2020,78.62214660644531,78.85294816427883,77.74268368353454,77.74268368353454,93984000,54.28208684979019,,,,1.796270405049791,185772800.0
20/02/2020,77.81554412841797,78.87235994111728,77.3077882481259,78.38161204782077,100566000,51.30391609840919,,,,1.7797204970456186,85206800.0
21/02/2020,76.05418395996094,77.8519889113782,75.43467510110624,77.40739392071207,129554000,45.44099328173297,,,,1.825262876561786,-44347200.0
24/02/2020,72.44159698486328,73.89927218972448,70.26723591941703,72.21809093869149,222195200,36.282640475153606,,,,2.1082403882747944,-266542400.0
25/02/2020,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600,31.620945077479657,,,,2.242245368432113,-497216000.0
26/02/2020,71.09809112548828,72.36870040431434,69.6039758492443,69.61126392711407,198054800,35.649708672378495,,,,2.2795653103348212,-299161200.0
27/02/2020,66.45052337646484,69.48248921112302,66.31447434036957,68.29205643823127,320605600,28.168141234449568,,,,2.458426129962242,-619766800.0
28/02/2020,66.41168212890625,67.63856327010133,62.28403400452035,62.50025939627286,426510000,28.115037214613647,,,,2.6652906396492946,-1046276800.0
02/03/2020,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200,45.672979473149326,,,,2.9621925170981847,-704879600.0
03/03/2020,70.28909301757812,73.85553621045779,69.43391890589473,73.77536734454684,319475600,41.59333006877202,,,,3.0664371447742473,-1024355200.0
04/03/2020,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400,48.587023705618314,,,,3.091739873620736,-805176800.0
05/03/2020,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800,44.39765997703123,,,,3.067513990299475,-992749600.0
06/03/2020,70.21863555908203,70.65351068690394,68.32366098027373,68.51072660724627,226176800,42.82250423390196,,,,3.0512655130487105,-1218926400.0
09/03/2020,64.66490173339844,67.5608121841011,63.89476010790818,64.07696949985089,286744800,34.9705773024364,-2.20537240202799,-1.5380766437968292,-0.6672957582311609,3.2850233657719348,-1505671200.0
10/03/2020,69.32217407226562,69.58941601369386,65.44232820850907,67.33002237477794,285290000,44.20903214820425,-2.189330296921625,-1.6683273744217884,-0.5210029224998367,3.40212985966647,-1220381200.0
11/03/2020,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800,40.96877224036606,-2.343871354435464,-1.8034361704245234,-0.5404351840109407,3.3930433601548944,-1475980000.0
12/03/2020,60.30644607543945,65.59537815986118,60.25056956905768,62.17956017177718,418474000,33.673578810044994,-2.9653838274565487,-2.0358257018309285,-0.9295581256256202,3.6266834130278243,-1894454000.0
13/03/2020,67.53165435791016,68.00540170395698,61.453148500655,64.35392608390474,370732000,45.16991413710058,-2.842160359826323,-2.1970926334300076,-0.6450677263963156,3.917559999848517,-1523722000.0
16/03/2020,58.84391021728516,62.942401413512734,58.30699831007388,58.78074192993141,322423600,36.89004647854867,-3.4062678837576215,-2.4389276834955305,-0.967340200262091,4.2966382889905,-1846145600.0
17/03/2020,61.43128204345703,62.58527101614985,57.91828374935874,60.1315203844917,324056000,40.39432218005554,-3.6030145686956985,-2.671745060535564,-0.9312695081601343,4.323091787404829,-1522089600.0
18/03/2020,59.92744445800781,60.736454476481626,57.60731115559442,58.25111979728052,300233600,39.03754153443759,-3.8360650885696685,-2.904609066142385,-0.9314560224272834,4.287440294580385,-1822323200.0
19/03/2020,59.46828842163086,61.42643149656511,58.941096340460845,60.10237727632101,271857200,38.61111355906564,-4.011566517713888,-3.1260005564566855,-0.8855659612572024,4.158718498974948,-2094180400.0
20/03/2020,55.69291305541992,61.18105941653103,55.39165883947074,60.051358887016455,401693200,35.20576524012976,-4.404521324544966,-3.3817047100743416,-1.0228166144706243,4.275195790266758,-2495873600.0
23/03/2020,54.50975799560547,55.51312552059559,51.65271619613283,55.4110887106565,336752800,34.188133109720134,-4.7565806643033,-3.656679900920133,-1.0999007633831668,4.258410152339639,-2832626400.0
24/03/2020,59.97846603393555,60.17525155765079,56.92220713241407,57.42267493521064,287531200,42.46618177226155,-4.541954370010096,-3.8337347947381257,-0.7082195752719702,4.358916110175759,-2545095200.0
25/03/2020,59.6480712890625,62.74077118907989,59.35167702986198,60.91867715648319,303602000,42.121466658143774,-4.348395978117715,-3.9366670314140437,-0.4117289467036711,4.289643113678769,-2848697200.0
26/03/2020,62.786922454833984,62.8452270829615,59.85213631083276,59.891008534290606,252087200,46.55968247510779,-3.8968006096719066,-3.9286937470656165,0.031893137393709914,4.211608305123072,-2596610000.0
27/03/2020,60.18741226196289,62.16255970015119,60.01977901548738,61.40456975823744,204216800,43.57927024019551,-3.705946924883037,-3.8841443826291004,0.17819745774606366,4.108432243281896,-2800826800.0
30/03/2020,61.905033111572266,62.07752630082117,60.59069513800199,60.91624540312953,167976400,46.037263862511644,-3.377166483841634,-3.782748802871607,0.405582319029973,3.9499809429659227,-2632850400.0
31/03/2020,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000,45.878943410853836,-3.0911667596577317,-3.644432394228832,0.5532656345711002,3.8498751305625554,-2829852400.0
01/04/2020,58.52809143066406,60.42549811462956,58.0956480712456,59.88615797745644,176218400,41.88744219996559,-3.091173574025312,-3.533780630188128,0.4426070561628159,3.83795904239978,-3006070800.0
02/04/2020,59.50471496582031,59.55816334013763,57.55386042441489,58.3895945969487,165934000,43.478493032380186,-2.9780445730868763,-3.4226334187678775,0.4445888456810012,3.7069836047799916,-2840136800.0
03/04/2020,58.64956283569336,59.6917989774562,58.05677432512775,58.98725744365528,129880000,42.38423610781749,-2.9236901744918313,-3.322844769912668,0.39915459542083687,3.5589865367477387,-2970016800.0
06/04/2020,63.7659912109375,63.92147268414862,60.58583124007948,60.95510622630932,201820400,50.42370068628729,-2.4396382804221943,-3.1462034720145735,0.7065651915923792,3.6813382018697043,-2768196400.0
07/04/2020,63.027435302734375,66.00838540103557,62.92297037455114,65.78972822133507,202887200,49.353163014421376,-2.0915093386525285,-2.9352646453421647,0.8437553066896362,3.638772260770756,-2971083600.0
08/04/2020,64.6406021118164,64.95642874150907,63.46474512347498,63.83158830415397,168895200,51.76215693060614,-1.6662382076110376,-2.6814593577959394,1.0152211501849018,3.516645202056752,-2802188400.0
09/04/2020,65.10704803466797,65.61237949299203,64.3077616237392,65.27954490531218,161834800,52.46618943949465,-1.276850744059189,-2.400537635048589,1.1236868909894002,3.358643249713615,-2640353600.0
13/04/2020,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800,54.42855846849254,-0.8552826854880706,-2.0914866451364853,1.2362039596484147,3.2553108854032438,-2509330800.0
14/04/2020,69.73760223388672,70.02914021517418,67.55108961658726,68.02483698264969,194994800,59.188810726731866,-0.2477999751699329,-1.7227493111431749,1.474949335973242,3.2830875261109336,-2314336000.0
15/04/2020,69.10108184814453,69.5626774503411,68.1778906437514,68.60790210124026,131154400,57.951130559849716,0.18019539359754333,-1.3421603701950313,1.5223557637925746,3.1599892449698186,-2445490400.0
16/04/2020,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200,58.75237242136754,0.5572659196691205,-0.9622751122222009,1.5195410318913214,3.0357924923635053,-2288365200.0
17/04/2020,68.70507049560547,69.71330151482101,67.26197182482458,69.16424162454373,215250000,56.747958144914804,0.7709502595707107,-0.6156300378636186,1.3865802974343293,2.9940451493372855,-2503615200.0
20/04/2020,67.27899932861328,68.43299223390707,67.25956692084206,67.52680886594457,130015200,53.76712252487664,0.8158203443538383,-0.32933996142012717,1.1451603057739654,2.8834350368677226,-2633630400.0
21/04/2020,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600,49.6697338258469,0.6757822298830547,-0.1283155231594908,0.8040977530425455,2.882591236492235,-2814622000.0
22/04/2020,67.07733917236328,67.51463866177296,66.12985200256384,66.47239906793473,116862400,53.1423581773384,0.7081733277268967,0.038982247017786714,0.6691910807091099,2.84206755492049,-2697759600.0
23/04/2020,66.8174057006836,68.45000232601801,66.77853346982802,67.02147935208541,124814400,52.60137201471412,0.7047451835363461,0.1721348343214986,0.5326103492148475,2.7584533621540257,-2822574000.0
24/04/2020,68.74637603759766,68.7560959459344,67.29598925775215,67.3445813853182,126161200,56.1674443846117,0.8479060070322078,0.30728906886364044,0.5406169381685673,2.699898853803796,-2696412800.0
27/04/2020,68.79495239257812,69.12778688915532,68.01266676847249,68.46211048188489,117087600,56.25669680748244,0.9542813357293198,0.4366875222367763,0.5175938134925435,2.5867003728665843,-2579325200.0
28/04/2020,67.67985534667969,69.44121285588518,67.58754214647125,69.25900345838117,112004800,53.560566911283146,0.9377952182467908,0.5369090614387793,0.40088615680801154,2.534341111191395,-2691330000.0
29/04/2020,69.90281677246094,70.37413234616447,68.9699055356583,69.17397917363517,137280800,57.89293636538852,1.0915218756291125,0.6478316242768459,0.4436902513522666,2.5457651032123514,-2554049200.0
